Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Tenure_Months,Age,Total_bought,Total_purchases,Cmp_Accepted,Kmeans_labels
1971,Graduation,Committed,71819.0,0,1,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,0,10,43,1574,14,2,0
1983,PhD,Committed,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,1,8,31,63,5,1,6
1983,Master,Committed,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,1,9,31,426,12,1,6
1966,Basic,Committed,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,17,48,96,6,0,4
1978,2n Cycle,Committed,47025.0,0,1,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,0,9,36,635,23,0,6
1968,Graduation,Uncommitted,70566.0,0,1,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,0,8,46,757,22,0,3
1979,PhD,Committed,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,19,35,125,9,0,4
1973,Master,Uncommitted,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,13,41,332,16,0,1
1979,Graduation,Uncommitted,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,0,6,35,135,8,0,7
1954,Graduation,Committed,46734.0,0,1,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,0,19,60,330,14,0,2
1962,Graduation,Uncommitted,39552.0,1,1,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,1,18,52,384,20,0,1
1966,Graduation,Uncommitted,86358.0,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,22,48,1722,18,0,1
1977,Graduation,Committed,46931.0,2,1,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,0,2,37,78,7,0,6
1985,Basic,Uncommitted,16581.0,0,0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,17,29,24,4,0,7
1952,2n Cycle,Uncommitted,63998.0,0,0,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,1,6,62,1168,25,0,3
1951,Master,Committed,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,17,63,957,17,1,2
1967,Graduation,Uncommitted,25930.0,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,8,47,15,4,0,7
1978,Graduation,Committed,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,0,0,36,57,5,0,6
1976,Graduation,Committed,85606.0,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,19,38,1956,24,1,5
1985,Graduation,Uncommitted,72903.0,0,0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,1,8,29,2013,21,3,3
1974,2n Cycle,Committed,49669.0,1,0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,0,1,40,326,14,0,6
1968,PhD,Committed,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,22,46,77,9,0,4
1962,PhD,Uncommitted,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,13,52,1313,20,0,1
1989,Master,Uncommitted,10979.0,0,0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,0,1,25,30,8,0,7
1961,Graduation,Committed,49678.0,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,16,53,315,14,0,2
1953,Master,Committed,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,12,61,660,22,0,2
1989,Graduation,Committed,37155.0,1,0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,17,25,74,7,0,4
1978,2n Cycle,Uncommitted,21282.0,1,0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,0,1,36,46,7,0,7
1962,PhD,Uncommitted,33419.0,0,1,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,0,10,52,86,8,0,7
1945,Graduation,Uncommitted,63285.0,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,7,69,1103,25,0,3
1974,Master,Committed,21255.0,1,0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,5,40,61,11,0,6
1981,Graduation,Committed,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,1,7,33,145,9,1,6
1956,Graduation,Committed,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,21,58,684,31,0,2
1954,PhD,Committed,57744.0,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,7,60,411,16,0,2
1986,Graduation,Uncommitted,26576.0,1,0,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,1,20,28,27,4,1,7
1943,PhD,Uncommitted,57513.0,0,0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,0,11,71,1060,27,0,3
1964,Graduation,Committed,68142.0,0,1,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,0,22,50,1459,24,0,5
1979,Graduation,Committed,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,22,35,18,4,0,4
1974,Graduation,Committed,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,1,21,40,1833,26,1,5
1960,Master,Committed,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,2,54,237,12,0,0
1963,PhD,Uncommitted,23091.0,1,1,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,0,1,51,48,10,0,7
1976,Graduation,Committed,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,1,11,38,515,26,0,2
1974,Graduation,Committed,56715.0,0,0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,18,40,1020,15,0,5
1961,Graduation,Committed,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,1,53,1370,11,0,0
1951,Graduation,Committed,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,15,63,1026,25,0,2
1965,Graduation,Committed,44375.0,0,1,73,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,0,3,49,301,12,0,2
1956,Graduation,Committed,54450.0,1,1,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,0,21,58,684,31,0,2
1965,Graduation,Committed,59594.0,0,1,74,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,0,20,49,499,17,1,5
1994,Graduation,Committed,80685.0,0,0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,22,20,1004,21,0,5
1974,PhD,Committed,40344.0,0,1,48,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,0,8,40,218,12,0,2
1972,Graduation,Committed,62710.0,0,1,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,13,42,606,22,0,5
1968,2n Cycle,Committed,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,11,46,75,6,0,2
1968,Graduation,Committed,35322.0,1,2,34,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,0,22,46,106,9,0,4
1948,Graduation,Committed,77142.0,0,0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,13,66,990,17,0,5
1969,Graduation,Uncommitted,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,5,45,1097,16,0,3
1996,Basic,Committed,14421.0,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,4,18,16,4,1,6
1974,2n Cycle,Committed,20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,3,40,34,5,0,6
1990,PhD,Committed,74214.0,0,0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,0,22,24,1711,16,0,5
1957,Master,Committed,66726.0,1,1,61,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,0,5,57,438,17,1,2
1979,Basic,Committed,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,17,35,75,7,0,4
1960,Master,Committed,47353.0,0,1,93,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,0,7,54,225,13,0,2
1952,Master,Committed,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,19,62,18,4,0,2
1981,Graduation,Committed,54386.0,0,1,8,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,0,13,33,470,17,0,5
1981,Graduation,Uncommitted,28510.0,1,1,72,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,0,14,33,91,9,0,7
1991,Master,Uncommitted,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,0,4,23,2525,18,1,3
1950,Graduation,Committed,48070.0,0,1,33,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,1,0,17,64,504,19,0,2
1957,Graduation,Committed,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,17,57,235,11,0,2
1961,PhD,Uncommitted,54959.0,0,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,0,1,17,53,1232,21,1,1
1958,Basic,Uncommitted,15056.0,1,1,76,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,0,13,56,88,12,0,7
1971,Graduation,Uncommitted,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,1,43,17,4,0,7
1985,Graduation,Uncommitted,22327.0,1,0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,0,10,29,24,5,0,7
1965,Graduation,Committed,44393.0,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,10,49,60,7,0,2
1952,PhD,Uncommitted,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,0,10,62,1020,26,1,3
1962,PhD,Committed,31497.0,0,1,22,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,0,18,52,155,10,0,4
1974,2n Cycle,Committed,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,4,40,51,5,0,2
1970,Master,Uncommitted,78579.0,0,0,35,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,0,1,18,44,1812,16,0,1
1969,Master,Uncommitted,67369.0,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,0,1,19,45,1461,25,2,1
1960,Graduation,Uncommitted,58401.0,0,1,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,2,54,96,6,0,3
1952,Graduation,Uncommitted,62307.0,0,1,94,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,0,4,62,160,9,0,3
1969,Master,Committed,43641.0,1,1,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,14,45,139,10,0,2
1968,Master,Uncommitted,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,14,46,908,22,0,1
1965,2n Cycle,Committed,46891.0,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,9,49,183,8,0,2
1969,Master,Committed,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,15,45,1161,19,1,5
1972,PhD,Committed,78075.0,0,0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,0,2,42,988,14,0,0
1961,2n Cycle,Uncommitted,59184.0,0,1,6,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,0,21,53,1072,27,0,1
1977,Graduation,Committed,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,0,9,37,174,12,0,6
1959,Graduation,Committed,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,1,0,17,55,758,22,0,5
1958,Master,Committed,51412.0,0,1,42,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,0,6,56,195,11,0,2
1979,Graduation,Uncommitted,15287.0,1,0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,20,35,31,6,1,7
1957,Master,Committed,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,10,57,1084,17,0,2
1956,Master,Committed,50965.0,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,16,58,685,22,1,2
1965,PhD,Committed,84618.0,0,0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,0,7,49,1672,26,1,0
1990,Graduation,Committed,18351.0,0,0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,0,8,24,43,6,0,6
1957,PhD,Committed,40451.0,0,2,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,4,57,49,5,1,2
1965,Graduation,Committed,36317.0,0,1,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,13,49,133,9,0,2
1957,Graduation,Committed,42213.0,0,1,96,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,0,8,57,363,15,1,2
1955,Graduation,Committed,65748.0,0,1,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,1,0,14,59,545,18,0,2
1972,Graduation,Committed,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,8,42,1065,31,1,0
1969,Graduation,Committed,74918.0,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,15,45,2047,21,1,5
1972,Graduation,Committed,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,20,42,296,15,0,5
1975,Graduation,Uncommitted,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,0,1,12,39,140,11,0,7
1965,Graduation,Uncommitted,61559.0,0,1,8,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,0,11,49,530,17,0,3
1963,PhD,Committed,33629.0,1,1,49,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,0,22,51,152,13,0,4
1991,PhD,Committed,68682.0,0,0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,8,23,1598,24,0,0
1963,Graduation,Uncommitted,34377.0,0,1,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,17,51,114,8,0,7
1986,Basic,Uncommitted,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,0,22,28,101,10,0,7
1973,Graduation,Committed,26228.0,1,0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,9,41,25,4,0,6
1957,2n Cycle,Uncommitted,77297.0,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,17,57,789,22,1,1
1981,Graduation,Committed,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,0,11,33,87,7,1,6
1958,PhD,Uncommitted,33438.0,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,9,56,90,11,0,7
1959,PhD,Committed,75032.0,0,1,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,0,14,55,1215,20,0,5
1955,PhD,Uncommitted,61284.0,0,0,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,0,8,59,811,22,1,3
1986,Graduation,Committed,22518.0,1,0,36,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,0,1,20,28,61,7,1,4
1975,Master,Committed,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,10,39,405,18,0,0
1955,Master,Committed,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,3,59,72,9,0,2
1971,Graduation,Uncommitted,44421.0,1,1,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,16,43,189,14,0,7
1986,PhD,Committed,38197.0,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,12,28,40,5,0,4
1978,Graduation,Uncommitted,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,4,36,63,10,0,3
1983,Graduation,Committed,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,15,31,52,7,0,4
1976,PhD,Committed,37395.0,1,0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,0,1,38,39,5,0,6
1971,Graduation,Committed,64722.0,1,0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,0,1,43,805,25,0,0
1956,Master,Committed,55249.0,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,2,58,130,8,0,2
1972,Graduation,Committed,84906.0,0,0,98,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,0,8,42,1631,24,3,0
1989,Graduation,Committed,28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,11,25,34,5,0,6
1952,Graduation,Uncommitted,44213.0,1,1,48,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,0,7,62,152,12,0,3
1984,Basic,Uncommitted,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,5,30,21,5,0,7
1967,PhD,Committed,59062.0,2,1,74,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,0,8,47,71,7,0,2
1962,Graduation,Uncommitted,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,1,52,899,23,1,3
1947,Master,Committed,66000.0,0,0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,0,2,67,711,10,0,0
1978,PhD,Committed,27683.0,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,22,36,351,16,0,4
1971,Graduation,Uncommitted,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,1,43,8,15,0,7
1992,Basic,Uncommitted,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,18,22,119,11,0,7
1968,Graduation,Committed,40521.0,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,14,46,21,4,0,4
1973,PhD,Committed,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,3,41,10,4,0,6
1975,Graduation,Committed,65106.0,0,1,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,1,39,973,27,1,0
1965,PhD,Committed,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,10,49,1536,13,2,0
1952,Graduation,Committed,67433.0,0,2,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,11,62,992,28,1,2
1967,PhD,Committed,77766.0,0,1,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,16,47,1529,34,1,5
1972,Graduation,Committed,74716.0,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,9,42,860,17,0,0
1963,Graduation,Uncommitted,68118.0,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,8,51,928,23,0,3
1970,PhD,Committed,55158.0,1,1,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,23,44,418,18,0,5
1955,2n Cycle,Committed,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,22,59,587,16,0,5
1975,Graduation,Committed,74190.0,0,1,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,1,39,641,19,0,0
1976,Graduation,Committed,39356.0,1,1,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,3,38,23,4,1,6
1969,Graduation,Committed,76653.0,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,10,45,2279,23,2,0
1973,PhD,Uncommitted,35860.0,1,1,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,1,41,49,6,1,3
1983,PhD,Uncommitted,90687.0,0,0,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,13,31,1779,17,1,1
1982,Master,Committed,73450.0,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,6,32,1804,27,2,0
1960,Graduation,Committed,31454.0,1,1,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,11,54,48,8,0,6
1952,Graduation,Uncommitted,47139.0,1,1,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,3,62,83,7,0,3
1975,Graduation,Uncommitted,83829.0,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,8,39,1862,17,3,3
1963,PhD,Committed,53378.0,1,1,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,21,51,793,29,0,5
1970,Graduation,Committed,19656.0,1,0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,16,44,84,9,0,4
1948,PhD,Committed,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,10,66,183,10,0,2
1958,2n Cycle,Uncommitted,85485.0,0,0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,0,56,1383,19,0,3
1944,Graduation,Committed,55956.0,0,0,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,2,70,999,16,1,0
1963,Master,Uncommitted,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,17,51,825,24,0,1
1972,Graduation,Uncommitted,38808.0,1,0,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,22,42,246,14,1,7
1966,Master,Committed,57183.0,1,1,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,15,48,610,25,0,2
1968,Master,Uncommitted,23748.0,1,0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,19,46,76,9,0,7
1971,Graduation,Committed,66303.0,0,1,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,16,43,1286,22,1,5
1975,Master,Committed,37368.0,1,0,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,6,39,30,4,1,6
1964,Graduation,Committed,40800.0,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,17,50,99,8,0,2
1978,Graduation,Uncommitted,71847.0,0,0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,21,36,1192,22,1,1
1975,Graduation,Committed,46149.0,0,1,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,7,39,362,18,0,2
1983,Graduation,Committed,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,22,31,2130,19,1,5
1971,2n Cycle,Uncommitted,49118.0,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,22,43,1229,28,2,1
1957,PhD,Committed,37633.0,1,1,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,21,57,38,6,0,2
1951,Master,Committed,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,11,63,485,17,0,2
1951,Basic,Committed,26997.0,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,19,63,434,13,0,4
1970,Graduation,Uncommitted,33986.0,1,0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,15,44,44,5,0,7
1972,PhD,Committed,57091.0,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,19,42,496,18,1,5
1969,2n Cycle,Committed,46831.0,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,12,45,78,7,0,4
1972,Master,Committed,83151.0,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,16,42,2346,23,3,5
1971,Graduation,Committed,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,18,43,794,21,0,5
1956,Graduation,Committed,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,9,58,17,4,0,2
1971,Graduation,Uncommitted,22804.0,1,0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,11,43,26,5,0,7
1973,2n Cycle,Committed,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,3,41,76,8,0,6
1977,PhD,Uncommitted,42997.0,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,6,37,15,4,0,7
1963,PhD,Uncommitted,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,2,51,62,7,0,3
1954,Master,Committed,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,3,60,198,10,0,2
1978,PhD,Committed,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,8,36,49,5,0,6
1966,Graduation,Committed,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,12,48,802,25,1,5
1946,Graduation,Committed,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,4,68,1736,15,1,0
1978,Graduation,Uncommitted,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,18,36,57,10,0,7
1953,Graduation,Committed,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,15,61,2302,18,3,5
1985,2n Cycle,Committed,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,4,29,37,6,0,6
1970,Graduation,Uncommitted,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,16,44,310,16,0,7
1979,Graduation,Committed,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,19,35,1305,19,1,5
1966,Graduation,Committed,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,12,48,832,26,0,5
1976,Graduation,Committed,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,14,38,401,19,0,4
