Contract_Month-to-month,InternetService_Fiber optic,MonthlyCh_TotalCh_Ratio,PaymentMethod_Electronic check,DeviceProtection_Yes,Churn_Yes
0,0,0.5210168380803328,0,0,0
0,0,0.533916816225471,0,0,0
1,0,0.7840121278109342,0,0,0
0,1,0.4638092190727899,1,1,0
1,0,0.7496509003329059,0,0,0
1,0,0.9448918238195012,1,0,1
0,1,0.3471915023887545,0,1,1
1,1,0.5803300039322636,1,0,0
1,0,0.7557073585514394,0,0,0
0,0,0.4830251041807458,1,0,0
0,0,0.6302526083944476,0,0,0
0,1,0.2732918793287216,0,1,0
1,1,0.8083316414371822,0,0,1
1,1,0.5260131221091906,1,1,1
1,0,0.8924193341248627,1,1,1
1,0,0.7437701938449616,0,0,1
1,1,0.9852460686157484,1,1,0
1,0,0.7555964808931084,0,1,0
0,0,0.7621487527647679,0,0,0
1,0,0.764239946630982,1,1,1
0,0,0.8156193556149253,0,0,0
0,1,0.5637768534461209,0,0,1
0,1,0.4422832476084949,0,1,0
0,0,0.6863529677225373,0,1,0
0,1,0.2157242039744145,0,1,0
1,0,0.8184848078062602,0,0,1
0,1,0.2699291848567926,0,1,0
1,0,0.5294467441528772,0,0,0
0,0,0.6591228170236226,0,1,0
0,1,0.2261102942191155,0,1,0
1,1,0.6428490095860551,1,1,1
1,1,0.5406290920048159,1,0,0
0,0,0.0675307482393008,1,1,0
0,0,0.3011505460465631,0,1,0
0,1,0.3531854730527367,0,0,0
0,0,0.4470473281980036,0,1,0
1,1,0.637203710539894,1,0,1
0,1,0.3146792179081208,0,1,0
0,0,0.4471457765173094,0,0,0
1,1,0.8620145653271998,1,0,0
1,1,0.7236544131160613,1,0,1
0,0,0.8730900148516009,0,0,0
1,0,0.6454975413081429,0,1,0
0,1,0.6690910404028669,0,0,0
0,0,0.6983072935635137,0,0,0
1,0,0.8665057067878581,0,0,0
1,1,0.6805764628753936,1,0,1
1,1,0.8761560071335289,1,0,1
1,1,0.6641868024077211,0,0,0
0,1,0.4133018528499676,0,0,0
0,0,0.5169553911308726,1,1,0
1,1,0.7763860838746504,0,0,1
1,1,0.7274002744706547,0,0,0
0,0,0.7596177305564064,0,0,0
0,0,0.7707927441931743,0,0,0
1,0,0.6333234892543114,1,1,0
1,1,0.6344788411749434,1,0,0
1,0,0.6692960146255572,0,0,0
1,0,0.4754638184790369,1,0,0
0,0,0.3270852444432637,0,0,0
0,0,0.6071461798330312,0,0,1
1,0,0.6000205776756693,0,0,0
1,1,0.5951726939620595,1,1,0
1,0,0.8297139779476544,0,1,1
0,0,0.4334963557005126,0,1,0
1,1,0.9431286774119416,1,0,0
0,0,0.5946393421938097,0,1,0
1,1,0.8314421823824061,0,0,0
0,1,0.627088313408666,0,0,0
1,0,0.8762536280849671,0,1,1
1,1,0.8250940470104637,0,0,1
1,0,0.8215208954554416,0,1,0
1,0,0.6526588366659921,0,0,0
0,0,0.5525425064071746,0,0,0
1,1,0.9660139742100222,1,0,1
1,1,0.8445053757839539,0,0,1
1,0,0.8309214212981634,1,0,0
1,1,0.997664404395972,0,0,1
1,0,0.938201001242296,1,0,1
1,1,0.6924628567534464,0,0,0
1,0,0.5773000870543268,0,1,0
1,1,0.5420906910387403,1,1,1
1,0,0.5032562191330492,0,0,0
1,0,0.6073493880584663,0,1,0
1,0,0.9941230983899848,0,0,1
1,0,0.6163039538544842,1,0,0
1,0,0.6263962299185966,1,0,0
0,1,0.332797778845439,1,1,0
0,0,0.7764854964165633,0,0,0
1,1,0.5978728013921177,1,0,1
0,1,0.4414919920618047,1,1,0
1,1,0.7970027240282281,0,1,1
0,1,0.5845687165652365,0,0,0
1,1,0.7174986817141377,1,0,0
0,0,0.499136187314903,0,1,0
0,0,0.3749075932992693,0,1,0
1,1,0.6832572774838214,1,1,1
0,1,0.3354324936182116,0,0,0
1,0,0.7503405520871069,1,1,1
1,0,0.5574288289577499,1,0,0
0,0,0.2216731119728176,0,1,0
1,0,0.6255770484711672,1,1,0
1,0,0.9997748260047888,0,0,1
0,0,0.1195174245383176,0,1,0
1,1,0.6218214162501349,0,0,0
1,1,0.4344265756335929,0,1,0
0,0,0.3322759950015844,0,0,0
1,0,0.7021119576681915,0,0,0
0,0,0.7664697542117178,0,0,0
1,0,0.8233795443751729,0,1,0
0,0,0.7521787540582324,0,0,0
1,0,0.9063308914868018,0,0,1
1,1,0.6939140423104232,0,1,0
0,1,0.3446986833179207,0,1,0
0,0,0.253842588634303,1,0,0
1,0,0.8052164345413636,0,0,0
1,0,0.8309727125342667,0,0,1
1,0,0.9579007200873128,0,0,1
0,1,0.4582459144142594,0,1,0
1,1,0.664437573968726,1,1,1
0,0,0.5368487428357762,0,1,0
1,1,0.6566484976630381,1,1,0
0,0,0.5210150419970986,0,0,0
0,0,0.5974917051973001,0,0,0
1,0,0.8379602957904271,0,0,0
0,1,0.6020075446316676,1,1,0
1,1,0.8395056429501059,1,0,0
0,1,0.533140523791547,1,1,0
0,0,0.1426388284097581,0,0,0
0,0,0.2319394662813962,0,0,0
0,0,0.6165011170933744,0,0,0
1,1,0.6741828117791049,0,1,0
1,0,0.6377037575471295,0,0,0
0,0,0.5488495178083211,0,0,0
0,0,0.6214066761316319,0,0,0
1,0,0.8077198595417909,1,1,0
0,1,0.3840274905879482,0,1,0
0,0,0.857246480868784,0,1,0
0,1,0.5281989076741709,0,0,0
1,0,0.8254180592246313,1,0,1
1,1,0.8298953939449971,0,0,0
1,0,0.9099035637454864,0,0,0
0,1,0.2896872432889993,1,1,0
1,1,0.5451609502428554,0,0,1
0,1,0.7002409461485969,1,1,0
0,0,0.7036182730948297,0,0,0
1,1,0.5741627044978208,1,1,0
1,0,0.6277660224354615,0,0,0
0,0,0.5138703540231708,0,0,1
1,1,0.586618368030225,1,0,1
0,0,0.6623587560518542,1,0,0
1,0,0.7516999846883599,1,0,0
1,0,0.8422203404494115,0,0,1
1,1,0.5605058991897881,1,1,1
0,0,0.3368714149394256,0,0,0
1,1,0.5870913564639668,0,0,0
0,0,0.5421302528663003,0,0,0
1,1,0.7777696733074804,0,0,1
0,1,0.7325174696156811,0,0,1
1,1,0.5942420307232359,0,1,0
1,0,0.7046943493277124,0,1,1
0,0,0.5912204479885887,0,0,0
1,0,0.9230085196204536,0,1,0
0,0,0.6181003036879102,0,0,0
0,1,0.3971805761438184,0,1,1
1,1,0.6483965799101106,1,0,0
1,0,0.8770170579922385,1,0,1
1,1,0.6421216671904514,1,0,0
1,1,0.4649998123926729,1,1,0
0,0,0.6481041849968844,0,1,0
1,0,0.7296774043195444,1,0,1
0,0,0.6496338520108861,1,0,0
1,1,0.7302840437199923,1,0,1
0,0,0.8216117005888264,0,0,0
0,0,0.2851253373047539,0,1,0
0,0,0.3925606290819529,0,0,0
1,1,0.6742064791062575,0,1,0
0,0,0.3594518365906216,0,0,0
0,0,0.7994325922650554,0,0,0
0,0,0.7941783452894131,0,0,0
0,0,0.4886136946234065,0,0,0
0,0,0.5841075584099176,1,0,0
1,1,0.5699020036671603,1,0,1
0,0,0.3612944100548763,0,1,0
1,1,0.8022959531363455,1,0,0
1,1,0.8009444361764781,1,0,1
1,0,0.6743551809814855,0,1,0
1,1,0.4968825851089744,1,0,0
0,0,0.6607323624601019,0,0,0
1,0,0.5687302855853961,0,1,0
1,0,0.986677555491777,0,0,1
0,0,0.701147249949174,0,0,0
1,0,0.7429806110687807,0,0,0
0,0,0.4641137494287985,0,0,0
1,1,0.7535917728423972,0,0,1
1,1,0.936649265581003,1,0,1
0,0,0.3870360582903441,0,1,0
0,0,0.4591952589730952,0,0,0
1,1,0.486334826499899,0,1,1
1,1,0.9668411238526742,1,0,0
0,0,0.7051192010262697,0,1,0
0,0,0.6957185810679345,0,0,0
0,1,0.2175065310214617,0,1,0
1,1,0.999248058383391,1,0,0
0,0,0.8578430089997707,0,0,0
1,0,0.887546882504491,0,0,1
1,0,0.6276864920793009,1,1,0
0,0,0.6957982339866793,1,0,0
1,1,0.984390305689038,1,0,0
0,1,0.0586216018912288,0,1,0
1,1,0.5973152012600085,1,1,0
1,0,0.8974101745306038,1,0,1
0,1,0.676264267842947,0,0,0
1,1,0.8555969858555275,1,0,1
1,0,0.914543552321344,0,0,0
0,0,0.5506988305471296,0,1,0
1,1,0.9673825353948872,1,0,1
0,0,0.7936475644888226,1,1,0
1,1,0.4573949851894406,0,1,0
0,0,0.5094675359546383,1,1,0
1,1,0.9024117116591872,1,0,1
0,0,0.5893925751219213,0,1,0
1,1,0.8564436542959427,0,1,1
1,1,0.929602211430582,0,1,0
0,0,0.2349015754636571,0,1,0
1,0,0.7619391421642283,1,0,0
1,1,0.9150760666582108,1,0,1
0,0,0.8183089663144696,1,0,0
1,0,0.8811918767639023,0,0,0
0,1,0.0,0,1,0
1,1,0.4985860378649666,0,0,0
1,0,0.5916693757534703,1,0,0
0,0,0.4902410315977028,0,0,0
0,0,0.5337158325210372,1,1,0
1,1,0.5832333484234563,1,1,1
0,0,0.5840466651689226,0,0,0
0,0,0.5622150416716121,0,0,0
1,0,0.9499460510765432,0,0,0
0,0,0.4075421387693091,0,1,1
0,0,0.4877096191570042,0,1,0
0,0,0.6700332980085159,0,0,0
1,1,0.798038562861741,1,0,0
1,1,0.3946184588745548,1,1,0
1,1,0.6284698490174149,1,1,1
1,1,0.81426653651005,1,1,1
1,1,0.6849349258113597,0,0,0
1,1,0.4476578198783501,1,0,0
0,1,0.4929668572405249,0,1,1
1,0,0.8288721379115919,0,0,0
0,0,0.9998554035713016,0,0,1
1,1,0.866944508076285,1,0,0
1,1,0.6820077658744996,1,0,1
1,0,0.8258546141334111,0,0,0
1,0,0.8410578564860867,0,1,0
1,1,0.8014050472164002,1,0,0
1,0,0.7731528256554085,1,0,1
0,0,0.5710140207114356,1,1,0
1,1,0.5861180815439241,1,0,0
1,0,0.6527491898528976,0,1,1
0,1,0.404905273493865,0,1,0
1,1,0.7414525620859664,1,0,1
0,1,0.4595553746554088,1,0,1
1,1,0.8158928541404963,1,0,0
1,1,0.73497442933969,1,0,0
1,1,0.6934914727148951,1,1,1
1,0,0.9455734977765016,0,0,0
0,0,0.543405237197923,0,0,0
1,0,0.9989963542343264,0,0,0
0,0,0.739216797871272,0,0,0
0,1,0.332249251802046,1,1,0
0,0,0.2738112807347934,0,1,0
1,1,0.9456488106113844,1,0,1
0,0,0.530205941636751,0,1,0
0,0,0.5227919704176838,0,0,0
0,1,0.4711394270437063,0,0,0
0,0,0.5470738212891054,0,0,0
1,1,0.2485887626766778,0,1,0
1,1,0.8769119578852966,0,1,0
0,0,0.1225487568315406,0,1,0
1,0,0.899627640754604,0,0,0
0,0,0.512236713656194,0,0,0
0,0,0.9965093770452034,0,0,0
0,0,0.3585458543763447,0,0,0
1,1,0.5779378452266264,1,0,1
1,1,0.9023999069623468,1,0,1
0,1,0.6921051689456945,1,0,1
0,0,0.5351200749316647,0,0,0
1,0,0.8033698846606427,0,1,0
0,0,0.4915609806093846,0,0,1
0,0,0.6758150268713472,0,0,0
0,0,0.4138027232032957,0,1,0
0,1,0.902084310988224,1,1,1
1,1,0.6812327986026127,0,1,0
1,0,0.7707179468523152,0,0,0
0,0,0.3657023242440508,0,0,0
1,1,0.6219630041600154,1,0,1
1,1,0.6807585398109645,0,0,0
0,0,0.6191284110764451,0,1,1
1,1,0.9159265410066192,1,1,1
1,0,0.8279226394611661,1,0,0
1,0,0.8164090061271161,0,0,0
1,0,0.9657424474196996,0,0,0
0,1,0.4897305588848231,0,1,1
0,0,0.5428412037003839,0,1,0
0,0,0.5693850031452106,0,0,0
1,1,0.571108977498061,0,0,0
1,1,0.5416531683763466,0,0,0
1,0,0.5229851110325676,0,0,0
1,1,0.4358827321381872,1,1,0
1,0,0.8960638246979172,0,0,0
0,0,0.5519227783263794,0,1,0
0,1,0.5058434173335741,0,1,0
1,0,0.7079380863845661,0,0,0
0,1,0.6821710194401966,1,1,0
0,0,0.3081033730520037,0,0,0
1,1,0.7482346830597528,1,1,0
1,1,0.6578823471352874,1,0,1
0,0,0.7315740632251905,0,0,0
0,0,0.6807147173843922,0,1,0
1,1,0.717555015461845,0,0,1
0,1,0.5403617177802467,1,0,0
0,0,0.3537596808061364,1,1,0
1,1,0.9408504371423156,0,1,1
1,1,0.8230366422936873,1,1,0
0,0,0.5201468332595427,0,0,0
1,0,0.8247002915446285,1,0,0
0,1,0.5956749599360673,1,1,1
1,1,0.6964269182288021,1,0,0
0,0,0.7217393067548977,1,1,1
0,1,0.2419132507731355,0,1,0
0,0,0.685490130556353,0,1,0
0,0,0.2199408537014314,0,0,0
1,0,0.9121092596185836,0,0,0
1,1,0.7865526003688443,1,0,0
1,1,0.7387685162345671,1,0,0
1,1,0.945583359683667,1,0,0
0,1,0.2224125664391745,0,0,0
1,1,0.8065664639723374,1,0,1
0,0,0.7766994791151713,0,0,0
0,1,0.0063364172914599,1,1,1
0,0,0.5833201775936335,0,0,0
1,0,0.7446585275852954,0,0,0
1,0,0.8403599217306236,0,0,0
0,1,0.3741636584280734,0,1,0
0,0,0.4760463044292265,0,0,0
0,0,0.6147545758106697,0,0,0
0,1,0.1354933413493307,1,1,0
0,0,0.557573793547318,0,0,0
1,1,0.5228450692055446,1,1,0
0,0,0.6197877734080023,0,0,0
0,1,0.3634105961762093,0,1,0
1,1,0.5066914962466957,0,0,0
1,0,0.6526889122341601,0,0,0
1,0,0.9325850198324392,0,0,1
1,1,0.7339000669944029,0,1,0
0,1,0.4623768982505973,0,1,0
0,0,0.7987055981799579,0,0,0
1,1,0.5486602199727632,1,1,1
1,0,0.7408506293606989,1,0,1
0,1,0.470909901120952,0,1,0
0,0,0.599818985267858,0,0,0
0,1,0.4831712541640816,0,1,0
1,1,0.9707779236198212,0,0,0
1,1,0.7275397991299828,1,0,1
1,1,0.8745155405300519,0,0,1
0,1,0.2463387075564515,0,1,0
1,0,0.699001642934793,0,1,0
1,1,0.4163688756958119,0,0,0
0,1,0.542940811838698,0,0,1
0,0,0.6149953862747795,0,0,0
1,0,0.8037085071110662,0,1,0
1,0,0.9550825360681224,0,0,1
1,1,0.7369335115409178,0,1,0
0,0,0.5383741261337839,0,0,0
0,1,0.3860467819841508,1,1,0
1,0,0.6812816696735768,0,0,0
1,1,0.9828855907815808,1,1,1
1,0,0.8261305314980973,0,0,0
0,0,0.8138764483119665,0,0,0
0,0,0.3800096076962317,0,0,0
1,0,0.8361476044788183,0,1,0
1,0,0.9230387437989978,0,0,0
1,0,0.956219331790196,0,0,0
1,0,0.7343057436606794,0,0,0
1,0,0.8338493925576134,0,0,0
0,0,0.8353847668960903,0,0,0
1,0,0.9068834804719752,0,0,1
1,0,0.8253488686844845,0,1,1
1,0,0.8797969399714993,0,1,0
0,1,0.4912522809845904,0,0,0
1,0,0.7457937529637839,0,0,0
1,1,0.543787445328876,1,0,1
0,0,0.3166284541080904,0,1,0
0,1,0.1911756791416016,0,1,0
1,1,0.8731100864345744,1,1,1
1,1,0.7515583486977726,1,0,0
1,0,0.6624389219013945,1,0,0
1,1,0.8833727796373283,1,1,1
0,1,0.445088792062314,1,1,0
1,1,0.7436839187003791,0,0,1
0,0,0.4652619531350458,0,1,0
1,0,0.9468407511446052,1,1,0
1,0,0.8460161381909217,0,0,0
1,1,0.8472947286642227,1,0,1
0,0,0.0755360509712967,0,0,0
0,1,0.3759429264729323,0,1,0
0,1,0.5153248929875773,1,1,0
0,1,0.0771972751633146,0,0,0
0,0,0.6517416533440189,0,0,0
0,0,0.2750508344243079,0,0,0
0,0,0.5782653076354094,0,0,0
0,0,0.6681105951135732,0,0,1
1,0,0.5677642987744389,0,0,0
0,0,0.5763211334725181,0,1,0
0,0,0.6157811598953259,0,1,0
1,1,0.7248886483844721,0,0,1
1,0,0.920460424024312,1,0,1
0,1,0.449519669630073,0,1,0
1,1,0.9524718648476788,0,0,0
0,0,0.3927306092922106,0,0,0
1,1,0.6666740230529373,1,1,1
1,1,0.8405288400009632,1,0,0
0,0,0.364209212892526,0,0,0
0,0,0.0330490418230201,0,0,0
1,0,0.763413039450406,0,0,0
0,1,0.3867250717426267,0,1,0
1,1,0.8055231601200432,1,0,1
0,0,0.5305239732820568,0,1,0
1,0,0.8344898938022797,1,0,0
1,1,0.7686673392605609,1,0,0
1,1,0.9135260702907012,1,0,1
0,0,0.2847472064414644,0,1,0
0,0,0.0236992876427987,1,0,0
0,1,0.5141182551008496,0,0,1
1,1,0.6709126348689923,0,0,1
0,0,0.6995854629600246,0,0,0
0,0,0.3758245753060316,0,0,0
1,0,0.585322242357016,0,0,0
1,1,0.9848363885296548,1,0,1
1,1,0.5962742889806607,1,1,0
0,1,0.5710360402925012,0,1,0
0,0,0.2808442190396242,0,1,0
0,0,0.6162747398981895,0,0,0
0,0,0.2801026151996404,0,1,0
0,0,0.245145929164425,0,0,0
0,0,0.489512944970127,0,0,0
0,0,0.524775875376372,1,1,0
0,0,0.4458001430379251,0,1,0
0,0,0.7039630061345586,0,0,0
1,0,0.9627187829223662,0,0,0
1,1,0.506162287682873,0,1,0
0,0,0.6266889990078927,0,0,0
0,0,0.6673359255846658,0,1,0
0,0,0.8594577099850661,1,1,0
1,1,0.7715890232967022,1,0,1
0,0,0.3154982319977236,0,1,0
1,0,0.8330585049998378,0,0,0
0,0,0.5805106881488009,0,0,0
1,0,0.8478307885624214,0,0,0
1,1,0.8998577792639612,0,1,1
0,1,0.2955596512461947,0,1,0
1,0,0.7273435160315602,1,0,1
0,1,0.4110483704245483,0,1,0
0,0,0.4851880213675182,0,1,0
1,0,0.8758560234930115,0,0,0
0,1,0.1890547585417376,0,1,0
1,1,0.3765847680803442,1,1,0
0,0,0.3866266438938145,0,0,0
1,0,0.8380692434107888,0,0,0
1,1,0.5390338567470366,0,0,0
1,0,0.7269484627036055,0,0,0
0,0,0.4555426051650836,0,0,0
0,0,0.513435677632968,0,0,0
1,1,0.8496649215187206,1,0,0
0,0,0.4846255526341888,0,1,0
0,0,0.5517274904850817,0,1,0
1,0,0.8848694747241705,1,0,0
0,0,0.4518194855450144,0,1,0
0,0,0.322622133492305,0,1,0
1,1,0.7830856284385416,0,0,1
1,0,0.5825386732320196,0,0,0
0,1,0.4323523102427729,0,1,0
0,0,0.4520300858716863,0,1,0
0,1,0.5532482177128162,1,0,0
1,1,0.4730221139309086,1,0,0
0,1,0.3019106531952409,0,0,0
1,0,0.6620631522974373,1,1,1
1,0,0.8047149633447286,0,0,0
1,0,0.6475222375242529,1,1,0
0,0,0.5167135786588739,0,0,0
1,0,0.9348006386837304,1,0,1
1,1,0.6035855410783607,1,1,1
1,0,0.9713888384879426,0,0,1
0,0,0.5078386710150526,0,1,0
1,0,0.7709276840527823,0,0,0
1,1,0.8152715995849033,1,1,1
0,0,0.4860922186039083,0,0,0
0,0,0.3376006070594821,0,0,0
0,0,0.7723336609655309,0,0,0
0,1,0.3789363075415733,1,0,0
1,1,0.4996793181970768,1,0,0
1,0,0.7473389909863818,1,0,0
1,1,0.8285708431044779,1,0,0
1,0,0.7696263381657276,1,0,1
1,1,0.4693895496021937,1,1,1
1,0,0.4977495302912108,0,0,0
0,1,0.3181881050269316,0,1,0
1,1,0.7717329930128064,1,0,0
0,0,0.7048190172991793,0,1,1
1,1,0.8176513501876155,0,0,0
0,0,0.6774956721844632,0,0,0
0,0,0.5490455953028968,1,1,1
1,1,0.3549292707771684,1,0,1
0,0,0.6595909206577889,0,0,0
0,0,0.3587079415456183,0,1,0
1,0,0.7945752688676807,0,0,0
1,1,0.8566999261559644,1,0,1
1,1,0.8218587472315801,1,0,1
1,0,0.7265875944070894,0,0,0
1,1,0.6617457198698592,0,0,0
1,1,0.9527896127121548,0,0,0
1,1,0.7190570027456893,0,1,0
1,1,0.4386220539814395,0,0,0
1,0,0.8778097282380907,0,0,0
0,0,0.5278569616146351,1,0,0
1,0,0.8749904212973691,0,0,0
1,0,0.8496340102173656,1,0,0
0,1,0.230080370019834,0,1,0
1,0,0.8436754068351143,0,0,0
0,1,0.398811700896963,0,0,0
1,1,0.6940190601016863,1,0,1
0,1,0.1058634350023014,0,0,0
0,0,0.6509088297796072,0,0,0
1,0,0.958911521120134,1,0,1
0,0,0.3504996183980458,0,0,0
0,0,0.7095658953320982,0,1,0
1,1,0.4871858545812724,0,1,0
0,0,0.6302558640551443,0,0,0
0,0,0.5251937371148097,0,0,0
0,0,0.5090260889494603,0,1,0
0,0,0.7252944889517302,0,0,0
0,1,0.4246664943047251,0,1,0
1,1,0.5999891483862745,0,0,0
0,0,0.6360341201047633,0,0,0
0,1,0.6820557522523559,0,0,0
1,1,0.6789203700627052,1,1,1
0,0,0.5025939823337442,0,0,0
1,1,0.6320430367417061,0,0,0
1,1,0.7346341047121684,1,0,0
1,1,0.5910686535382542,0,1,0
1,0,0.8670282242666454,0,0,0
0,0,0.4798766501848661,0,0,0
1,0,0.5086707837979628,1,0,1
1,1,0.6275000485084363,0,1,0
1,0,0.8129330722795922,1,0,0
1,0,0.7862541187954146,1,0,1
1,1,0.48675900749373,1,0,0
1,1,0.4996188762265826,0,1,0
0,0,0.6176688149537117,0,1,0
0,0,0.5535325540325375,0,0,0
1,0,0.7975767794275288,0,0,0
1,1,0.6806065977409437,1,0,0
0,1,0.4447201939806237,0,0,1
1,0,0.6201171956676831,1,1,0
0,0,0.4191733204297622,0,0,0
1,1,0.6954195684348687,1,0,1
1,1,0.7157732596349843,0,1,0
1,0,0.7882255875124766,0,0,0
1,1,0.6297431924279185,1,0,1
1,0,0.6497169309564921,0,0,0
0,0,0.2603208696358932,1,0,1
1,1,0.8602596710898532,1,0,0
1,0,0.4889230725156412,1,1,0
0,0,0.4097400749330111,0,1,0
0,0,0.6604751529954664,0,0,0
1,1,0.8671630417316039,1,0,1
0,1,0.2186647117624734,0,1,0
1,0,0.8065046654359134,0,0,0
0,0,0.6024457776830744,0,0,0
1,1,0.4457385967449779,1,1,0
0,0,0.6851046323273464,0,0,0
1,0,0.9631703441464364,0,1,0
0,0,0.3277389634280231,0,1,0
0,0,0.4155428241148907,0,1,0
0,1,0.2457712088317993,0,1,0
1,1,0.8719038731574781,0,0,0
0,0,0.6586376487032968,0,0,0
0,0,0.5274909591131214,0,1,0
0,0,0.45077444080503,0,1,0
1,1,0.7687545490189586,1,1,1
0,1,0.1725919395851644,0,1,0
1,0,0.8176070854817981,0,0,1
1,1,0.7892260470371155,1,0,0
1,0,0.6314015095977326,0,0,1
0,0,0.4568840697865048,0,0,0
0,0,0.7444866128914228,0,0,0
1,0,0.713795107407361,0,0,0
0,0,0.3150958640129468,0,1,0
1,1,0.8002657867671613,0,0,0
1,0,0.9958330264293844,1,0,1
1,1,0.4505232892119678,1,1,0
1,1,0.6624832003037711,1,0,1
1,1,0.899826246545683,0,1,1
0,1,0.4264102987105426,1,1,0
0,0,0.6229482217836056,0,0,0
1,1,0.6677784048546827,1,1,1
0,0,0.3901470344872055,0,0,0
1,1,0.7850097242783967,0,0,1
1,1,0.428077414596623,1,1,0
0,0,0.72492041629113,0,0,0
1,0,0.810327904901927,0,0,0
0,0,0.3336561056037833,0,0,0
1,0,0.5763186319917484,1,0,0
0,0,0.0912552667429665,0,0,0
1,1,0.7148787968016959,1,0,0
0,0,0.5020884432475669,0,0,0
0,1,0.4970135983621612,1,1,1
0,0,0.4018201263091575,0,1,0
0,0,0.8190584282937486,0,0,0
0,0,0.8893721782268007,0,0,0
1,1,0.8910363911053729,1,0,0
0,0,0.699318249428409,0,1,0
0,1,0.1789593469427394,0,1,0
1,0,0.7020733742032732,0,0,0
0,0,0.3107626677293168,0,1,0
1,0,0.5597370911475743,0,0,0
0,0,0.4506522614673611,1,1,0
1,1,0.6937189631135228,0,1,1
1,0,0.875254827901461,0,0,1
1,1,0.9060004963249436,1,0,1
0,1,0.1749370515533254,1,1,0
0,0,0.2040812082094261,0,1,0
1,1,0.7762021801965819,1,0,0
1,0,0.8694581521878595,0,0,0
0,1,0.5355481704754461,1,0,0
0,0,0.5167516348961192,0,0,0
0,1,0.569828132261759,0,1,0
1,1,0.930527973446542,0,0,0
0,0,0.1892525042511522,0,0,0
1,0,0.8453702144995756,0,0,0
1,1,0.9233626710972238,1,0,1
0,0,0.3487726211980199,0,0,0
0,1,0.1352915462879721,0,1,0
1,1,0.807394754349685,1,0,1
0,0,0.2814182092251828,0,1,0
0,0,0.6326092677778168,0,1,0
0,0,0.7464420430307617,0,0,0
0,1,0.4821715310962686,1,1,0
1,0,0.8874287667144218,1,1,1
0,0,0.5001392658648471,0,0,0
0,0,0.5007289467801203,0,1,0
1,1,0.8391682551777573,1,1,1
1,0,0.7016169015105157,0,1,1
1,0,0.6064904314526108,0,0,0
0,0,0.5783124794453521,0,0,0
0,0,0.4095454665822049,0,0,0
0,1,0.366813597325933,1,1,0
0,1,0.3569529735497727,0,0,0
1,1,0.4875154467067205,1,1,0
0,0,0.8155900440534026,0,1,0
0,1,0.4301882804859357,0,1,0
0,0,0.7034509865979045,0,1,0
1,0,0.7353384784951104,0,1,0
1,1,0.716415403105091,1,1,0
1,1,0.6612879279014714,1,0,1
0,0,0.7798370493775962,0,1,1
1,1,0.5328750827704678,1,1,0
0,1,0.5741230812568441,0,1,1
1,0,0.935772194720482,0,0,1
0,0,0.5853503649127079,1,1,0
0,0,0.4804359549344374,0,0,0
1,0,0.9999690273316064,0,1,1
0,1,0.2163031592237815,0,1,0
1,1,0.5588084371548669,1,1,0
1,1,0.3496833339980688,0,0,1
0,1,0.4187967522531711,1,0,1
0,0,0.1485104481647305,0,1,0
0,1,0.6237559856202294,1,0,0
1,1,0.7551174641130678,0,1,1
0,0,0.0852339649563825,1,1,0
0,0,0.6727633235229893,0,0,0
0,0,0.5156128557009972,0,0,1
1,1,0.6559242429141559,0,0,1
0,0,0.5628835494718165,0,0,0
1,0,0.9576233738998146,0,0,1
1,0,0.8822202819917646,0,0,0
0,1,0.5476655867596549,1,1,0
1,0,0.7141965265086144,0,0,0
0,0,0.4101539599466851,0,0,0
1,0,0.5295749072745422,0,0,0
0,1,0.518688366793316,0,1,0
1,1,0.9094447867461948,1,0,0
1,1,0.6442846246266292,1,0,0
0,0,0.5651753779490144,0,0,0
1,1,0.8270405786473862,1,0,0
0,1,0.3962031448254281,0,1,1
1,1,0.9472144925742616,1,1,1
0,0,0.5089202623620184,0,0,0
0,1,0.4254221742755941,0,0,0
1,1,0.6565412940878295,1,0,1
1,1,0.786346782642025,0,0,1
0,1,0.7980520441134819,0,0,0
0,0,0.3698074516292522,0,0,0
1,0,0.6223991575422696,1,1,1
0,0,0.5661537502490239,0,0,0
1,0,0.808301969794493,0,0,0
1,0,0.6599875944453035,0,0,0
0,0,0.6911132304503572,0,0,0
0,0,0.3620387430901589,0,0,0
0,1,0.540680836306444,0,0,0
0,0,0.5750815882035877,0,0,0
0,0,0.5476882228424428,0,0,0
0,0,0.6764922011323703,0,0,0
1,1,0.5947615022872023,0,0,0
1,1,0.6136667932805014,1,0,1
1,1,0.6901630377261824,1,0,0
1,0,0.7166648336242858,1,1,0
0,0,0.3292958231669216,0,1,0
1,0,0.8522310758801226,0,0,1
0,0,0.6454472970641227,0,1,0
1,1,0.7066377644926439,0,0,0
1,1,0.6952257416024202,1,0,1
0,0,0.3239494754176405,0,1,0
0,0,0.9475128085949256,0,0,0
0,0,0.4870686161704084,0,0,0
0,1,0.4077823706234749,0,1,0
0,0,0.047029740108736,1,0,0
1,1,0.7794917787538028,0,1,0
1,1,0.9941812573928044,1,0,0
0,1,0.6371321475276575,1,0,1
1,0,0.5959211406292018,1,1,0
1,1,0.8551609504319192,0,0,0
1,0,0.7725167390590417,1,0,0
1,1,0.7479521224197746,1,1,1
1,1,0.7311428968299503,1,1,1
0,0,0.0014152649815629,0,0,0
0,0,0.5009920537118079,0,0,0
